,timeCode,blendShapes.EyeBlinkLeft,blendShapes.EyeLookDownLeft,blendShapes.EyeLookInLeft,blendShapes.EyeLookOutLeft,blendShapes.EyeLookUpLeft,blendShapes.EyeSquintLeft,blendShapes.EyeWideLeft,blendShapes.EyeBlinkRight,blendShapes.EyeLookDownRight,blendShapes.EyeLookInRight,blendShapes.EyeLookOutRight,blendShapes.EyeLookUpRight,blendShapes.EyeSquintRight,blendShapes.EyeWideRight,blendShapes.JawForward,blendShapes.JawLeft,blendShapes.JawRight,blendShapes.JawOpen,blendShapes.MouthClose,blendShapes.MouthFunnel,blendShapes.MouthPucker,blendShapes.MouthLeft,blendShapes.MouthRight,blendShapes.MouthSmileLeft,blendShapes.MouthSmileRight,blendShapes.MouthFrownLeft,blendShapes.MouthFrownRight,blendShapes.MouthDimpleLeft,blendShapes.MouthDimpleRight,blendShapes.MouthStretchLeft,blendShapes.MouthStretchRight,blendShapes.MouthRollLower,blendShapes.MouthRollUpper,blendShapes.MouthShrugLower,blendShapes.MouthShrugUpper,blendShapes.MouthPressLeft,blendShapes.MouthPressRight,blendShapes.MouthLowerDownLeft,blendShapes.MouthLowerDownRight,blendShapes.MouthUpperUpLeft,blendShapes.MouthUpperUpRight,blendShapes.BrowDownLeft,blendShapes.BrowDownRight,blendShapes.BrowInnerUp,blendShapes.BrowOuterUpLeft,blendShapes.BrowOuterUpRight,blendShapes.CheekPuff,blendShapes.CheekSquintLeft,blendShapes.CheekSquintRight,blendShapes.NoseSneerLeft,blendShapes.NoseSneerRight,blendShapes.TongueOut,blendShapes.HeadRoll,blendShapes.HeadPitch,blendShapes.HeadYaw,blendShapes.TongueTipUp,blendShapes.TongueTipDown,blendShapes.TongueTipLeft,blendShapes.TongueTipRight,blendShapes.TongueRollUp,blendShapes.TongueRollDown,blendShapes.TongueRollLeft,blendShapes.TongueRollRight,blendShapes.TongueUp,blendShapes.TongueDown,blendShapes.TongueLeft,blendShapes.TongueRight,blendShapes.TongueIn,blendShapes.TongueStretch,blendShapes.TongueWide,blendShapes.TongueNarrow
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0030300207436084747,0.0,0.0,0.0,0.0,0.0,0.0,0.0034094275906682014,0.0,0.0038207892794162035,0.0,0.1469852775335312,0.0,0.0,0.0,0.0,0.0,0.09975966811180115,0.08514673262834549,0.0,0.0,0.02293003536760807,0.018567990511655807,0.01626100204885006,0.016296561807394028,0.07379454374313354,0.01952178217470646,0.0,0.007511061616241932,0.0,0.004289480857551098,0.0,0.001061196206137538,0.0,0.0,0.0,0.0,0.0,0.013054241426289082,0.015310399234294891,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016607627272605896,0.005863283295184374,0.0,0.0,0.16280362010002136,0.0,0.0,0.0,0.8515562415122986,0.004690765403211117,0.0,0.06040797382593155,0.0,0.0,0.6700502038002014
1,0.03333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0019136355258524418,0.0,0.0,0.0,0.0,0.0,0.0,0.002225045580416918,0.0,0.007945598103106022,0.0,0.21713028848171234,0.0,0.0,0.0,0.0,0.0,0.14715279638767242,0.12545929849147797,0.0,0.0,0.031271710991859436,0.02520602010190487,0.021661220118403435,0.02156764827668667,0.10823319852352142,0.022346962243318558,0.0,0.01565399393439293,0.0,0.005467594135552645,0.0,0.0016170000890269876,0.0,0.0,0.04548826441168785,0.04172666370868683,0.009820875711739063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009180188179016113,0.0,0.0,0.1658879518508911,0.0,0.0,0.0,0.8198668956756592,0.005973257124423981,0.0,0.10125487297773361,0.0,0.0,0.6304579377174377
2,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.005517963320016861,0.0,0.0,0.0,0.0,0.0,0.0,0.005688066128641367,0.0,0.003850840497761965,0.0,0.22279565036296844,0.0,0.0,0.0,0.0,0.0,0.1655198186635971,0.1477041393518448,0.0,0.0,0.036881767213344574,0.031113453209400177,0.024898642674088478,0.02496480382978916,0.12389925122261047,0.02970920503139496,0.0,0.014171411283314228,0.0,0.008022191002964973,0.0,0.000558330153580755,0.0,0.0,0.0459604375064373,0.04214868322014809,0.013048194348812103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013326942920684814,0.0,0.0,0.22446773946285248,0.0,0.0,0.0,1.0103201866149902,0.007639922201633453,0.0,0.1365267038345337,0.0,0.0,0.8442459106445312
3,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.010505200363695621,0.0,0.0,0.0,0.0,0.0,0.0,0.010623227804899216,0.0,0.0,0.006341167725622654,0.19679495692253113,0.0,0.0,0.0,0.0,0.0,0.15224553644657135,0.1446223109960556,0.0,0.0,0.035718001425266266,0.03205693140625954,0.023247456178069115,0.023558316752314568,0.10301768779754639,0.023975562304258347,0.0,0.016398010775446892,0.0,0.00826550368219614,0.0,0.0003298688679933548,0.0,0.0,0.0,0.0,0.0006064148037694395,0.018390579149127007,0.02101159654557705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063094645738601685,0.0,0.0,0.2722744345664978,0.0,0.0,0.0,1.1776963472366333,0.008867532014846802,0.0,0.09876936674118042,0.0,0.0,1.0
4,0.13333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.009564200416207314,0.0,0.0,0.0,0.0,0.0,0.0,0.009603884071111679,0.0,0.0,0.012635408900678158,0.1787443459033966,0.0,0.0,0.0,0.0,0.0,0.16820454597473145,0.16255532205104828,0.0,0.0,0.03686215728521347,0.03355326130986214,0.02390703186392784,0.02430042251944542,0.12745243310928345,0.019558820873498917,0.0,0.02658524550497532,0.00673447921872139,0.013631458394229412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014619349502027035,0.017084451392292976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012110471725463867,0.0,0.0,0.2681748867034912,0.0,0.0,0.0,1.1294642686843872,0.006840437650680542,0.0,0.09860199689865112,0.0,0.0,0.9932543039321899
5,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.01069156639277935,0.0,0.0,0.0,0.0,0.0,0.0,0.010587691329419613,0.0,0.0,0.016896938905119896,0.14938703179359436,0.0,0.0,0.0,0.0,0.0006158920004963875,0.17333738505840302,0.17082278430461884,0.0,0.0,0.036686092615127563,0.034202348440885544,0.02143131010234356,0.022000430151820183,0.139296293258667,0.014761744067072868,0.0,0.03058677725493908,0.014895613305270672,0.020394546911120415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014264180324971676,0.016303159296512604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01381191611289978,0.0,0.0,0.2211170196533203,0.0,0.0,0.0,0.9012330174446106,0.005700334906578064,0.0,0.10865479707717896,0.0,0.0,0.7970212697982788
6,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.010743848979473114,0.0,0.0,0.0,0.0,0.0,0.0,0.010618705302476883,0.0,0.0,0.014714344404637814,0.1061910018324852,0.0,0.0,0.0,0.0,0.0027840088587254286,0.13755977153778076,0.13584469258785248,0.0,0.0,0.026186203584074974,0.02493543177843094,0.014596580527722836,0.015180236659944057,0.08737092465162277,0.0,0.0,0.04469171166419983,0.0041624861769378185,0.006083433981984854,0.0,0.0,0.01216257642954588,0.013433977961540222,0.0,0.0,0.0,0.011510713025927544,0.013247443363070488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013942599296569824,0.0,0.0,0.17119890451431274,0.0,0.0,0.0,0.6814598441123962,0.004281371831893921,0.0,0.10451377183198929,0.0,0.0,0.5966976881027222
7,0.23333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.014315133914351463,0.0,0.0,0.0,0.0,0.0,0.0,0.014124675653874874,0.0,0.0,0.015213034115731716,0.10799699276685715,0.0,0.0,0.0,0.0,0.004052336327731609,0.102519690990448,0.10372737795114517,0.0,0.0,0.01977371983230114,0.0195844117552042,0.01205139048397541,0.012681769207119942,0.04182540252804756,0.0,0.0,0.047594986855983734,0.0,0.0007257194956764579,0.0,0.0022936819586902857,0.029525581747293472,0.030424972996115685,0.0,0.0,0.0,0.01052291039377451,0.012086829170584679,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008687630295753479,0.0,0.0,0.10646302253007889,0.0,0.0,0.0,0.48456287384033203,0.0027731508016586304,0.0,0.06570015847682953,0.0,0.0,0.3630024492740631
8,0.26666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.017924346029758453,0.0,0.0,0.0,0.0,0.0,0.0,0.017686903476715088,0.00046117801684886217,0.0,0.01506553590297699,0.09497632086277008,0.0,0.0,0.0,0.0,0.004580482374876738,0.06873826682567596,0.07276257127523422,6.326720176730305e-05,0.0,0.013385406695306301,0.014027249068021774,0.010325524024665356,0.010935221798717976,0.00829701405018568,0.0,0.0,0.04538096860051155,0.0,0.0,0.0046804435551166534,0.007991771213710308,0.036017898470163345,0.0369986817240715,0.0,0.0,0.0,0.010804818011820316,0.012165297754108906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002782002091407776,0.0,0.0,0.062095291912555695,0.0,0.0,0.0,0.37790006399154663,0.0015187449753284454,0.0,0.019489631056785583,0.0,0.0,0.21188093721866608
9,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.013851268216967583,0.0,0.0,0.0,0.0,0.0,0.0,0.013622863218188286,0.011731546372175217,0.0,0.01376596000045538,0.05544309318065643,0.0,0.0019443436758592725,0.0,0.0,0.005360581446439028,0.03943757340312004,0.046726293861866,0.0011029480956494808,0.0,0.010037875734269619,0.011393669061362743,0.006845800671726465,0.007394331973046064,0.0024448444601148367,0.0,0.0,0.04376769810914993,0.0,0.0,0.007347541395574808,0.009844617918133736,0.04052561894059181,0.04147866740822792,0.0,0.0,0.0,0.0066258786246180534,0.0075296517461538315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04460182413458824,6.985291838645935e-05,0.0,0.0,0.01128560584038496,0.0,0.0,0.0,0.32022833824157715,4.839152097702026e-06,0.0,0.0,0.0,0.0,0.1665697991847992
